 Table of rho values created with FFT surfaces and polarized ray tracing as described in
   Mobley, C.D., 2015.  Polarized Reflectance and Transmittance Properties of Wind-blown Sea Surfaces,
   Applied Optics (in review)
 NOTE: This is a preliminary table for use during review of the above paper.
   These rho values are for fully developed seas, sun's direct rays parallel to the wind direction,
   a Rayleigh, single-scattering sky at 550 nm, and wind speeds of 0, 2, 4, 5, 6, 8, 10, 12, 14, and 15 m/s.
   The final table will be placed online once the above paper has been accepted for publication.
 rho is computed from the I components of the Stokes radiance vectors: rho = I(surface reflected)/I(sky) [nondimensional]
 Theta_v is the polar viewing angle measured from 0 at the nadir.
 Phi_v is the azimuthal viewing angle measured from the sun at phi_v = 0
 Looping order is
    wind speed
       sun zenith angle
          theta_v
             phi_v
 Data blocks of 118 theta_v, phi_v, rho(theta_v, phi_v) records on an (f7.1,f9.1,e15.4) format are separated by 
   records giving the wind speed and sun zenith angle on an (12x,f5.1,20x,f5.1) format.
-------------------------------
 Theta_v    Phi_v       rho
-------------------------------
WIND SPEED =  0.0; SUN ZENITH ANGLE =  0.0
   80.0    120.0    2.7528e-001
   80.0    135.0    2.6223e-001
   80.0    150.0    2.4711e-001
   80.0    165.0    2.4088e-001
   80.0    180.0    2.4435e-001
   87.5      0.0    2.2180e-001
   87.5     15.0    2.2305e-001
   87.5     30.0    2.2555e-001
   87.5     45.0    2.4188e-001
   87.5     60.0    2.5819e-001
   87.5     75.0    2.7167e-001
   87.5     90.0    2.7100e-001
   87.5    105.0    2.6471e-001
   87.5    120.0    2.5819e-001
   87.5    135.0    2.4188e-001
   87.5    150.0    2.2555e-001
   87.5    165.0    2.2305e-001
   87.5    180.0    2.2180e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 10.0
    0.0      0.0    1.3286e-001
   10.0      0.0    4.2651e-004
   10.0     15.0    8.2923e-002
   10.0     30.0    9.6158e-002
   10.0     45.0    1.1113e-001
   10.0     60.0    1.2421e-001
   10.0     75.0    1.2876e-001
   10.0     90.0    1.4897e-001
   10.0    105.0    1.5376e-001
   10.0    120.0    1.5718e-001
   10.0    135.0    1.6578e-001
   10.0    150.0    1.6603e-001
   10.0    165.0    1.8515e-001
   10.0    180.0    1.8653e-001
   20.0      0.0    1.3154e-001
   20.0     15.0    1.3170e-001
   20.0     30.0    1.2678e-001
   20.0     45.0    1.3271e-001
   20.0     60.0    1.2122e-001
   20.0     75.0    1.2101e-001
   20.0     90.0    1.1131e-001
   20.0    105.0    1.2432e-001
   20.0    120.0    1.2765e-001
   20.0    135.0    1.3583e-001
   20.0    150.0    1.4636e-001
   20.0    165.0    1.4434e-001
   20.0    180.0    1.4283e-001
   30.0      0.0    1.7894e-001
   30.0     15.0    1.6213e-001
   30.0     30.0    1.3302e-001
   30.0     45.0    1.1200e-001
   30.0     60.0    9.2553e-002
   30.0     75.0    6.9359e-002
   30.0     90.0    6.8632e-002
   30.0    105.0    6.3283e-002
   30.0    120.0    7.6219e-002
   30.0    135.0    7.3484e-002
   30.0    150.0    7.4511e-002
   30.0    165.0    7.8477e-002
   30.0    180.0    7.9744e-002
   40.0      0.0    1.6342e-001
   40.0     15.0    1.3435e-001
   40.0     30.0    9.8107e-002
   40.0     45.0    6.9495e-002
   40.0     60.0    5.4781e-002
   40.0     75.0    4.6873e-002
   40.0     90.0    4.5429e-002
   40.0    105.0    4.4189e-002
   40.0    120.0    4.6449e-002
   40.0    135.0    5.2191e-002
   40.0    150.0    5.0106e-002
   40.0    165.0    5.5521e-002
   40.0    180.0    5.9762e-002
   50.0      0.0    1.2356e-001
   50.0     15.0    1.0215e-001
   50.0     30.0    7.7293e-002
   50.0     45.0    6.3158e-002
   50.0     60.0    5.7939e-002
   50.0     75.0    5.8962e-002
   50.0     90.0    5.7900e-002
   50.0    105.0    6.0378e-002
   50.0    120.0    6.5636e-002
   50.0    135.0    6.8529e-002
   50.0    150.0    7.2286e-002
   50.0    165.0    7.4704e-002
   50.0    180.0    7.6760e-002
   60.0      0.0    1.2642e-001
   60.0     15.0    1.1568e-001
   60.0     30.0    1.0977e-001
   60.0     45.0    1.0793e-001
   60.0     60.0    1.0926e-001
   60.0     75.0    1.1138e-001
   60.0     90.0    1.0952e-001
   60.0    105.0    1.1376e-001
   60.0    120.0    1.2356e-001
   60.0    135.0    1.2812e-001
   60.0    150.0    1.3169e-001
   60.0    165.0    1.3290e-001
   60.0    180.0    1.3727e-001
   70.0      0.0    1.9120e-001
   70.0     15.0    1.8371e-001
   70.0     30.0    1.8705e-001
   70.0     45.0    1.9252e-001
   70.0     60.0    1.9962e-001
   70.0     75.0    2.0729e-001
   70.0     90.0    1.9948e-001
   70.0    105.0    2.0516e-001
   70.0    120.0    2.1759e-001
   70.0    135.0    2.1663e-001
   70.0    150.0    2.1467e-001
   70.0    165.0    2.1195e-001
   70.0    180.0    2.1772e-001
   80.0      0.0    2.4119e-001
   80.0     15.0    2.3700e-001
   80.0     30.0    2.4211e-001
   80.0     45.0    2.5609e-001
   80.0     60.0    2.6858e-001
   80.0     75.0    2.8286e-001
   80.0     90.0    2.7308e-001
   80.0    105.0    2.7161e-001
   80.0    120.0    2.7283e-001
   80.0    135.0    2.6025e-001
   80.0    150.0    2.4507e-001
   80.0    165.0    2.3859e-001
   80.0    180.0    2.4111e-001
   87.5      0.0    2.3556e-001
   87.5     15.0    2.3521e-001
   87.5     30.0    2.3555e-001
   87.5     45.0    2.4918e-001
   87.5     60.0    2.6200e-001
   87.5     75.0    2.7132e-001
   87.5     90.0    2.6569e-001
   87.5    105.0    2.5596e-001
   87.5    120.0    2.4732e-001
   87.5    135.0    2.2808e-001
   87.5    150.0    2.0952e-001
   87.5    165.0    2.0528e-001
   87.5    180.0    2.0246e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 20.0
    0.0      0.0    1.6307e-001
   10.0      0.0    1.2246e-001
   10.0     15.0    1.2215e-001
   10.0     30.0    1.3620e-001
   10.0     45.0    1.4110e-001
   10.0     60.0    1.4643e-001
   10.0     75.0    1.5139e-001
   10.0     90.0    1.5907e-001
   10.0    105.0    1.4916e-001
   10.0    120.0    1.5560e-001
   10.0    135.0    1.4880e-001
   10.0    150.0    1.4612e-001
   10.0    165.0    1.4185e-001
   10.0    180.0    1.3929e-001
   20.0      0.0    8.9096e-004
   20.0     15.0    9.1947e-002
   20.0     30.0    1.1178e-001
   20.0     45.0    1.2172e-001
   20.0     60.0    1.1757e-001
   20.0     75.0    1.1402e-001
   20.0     90.0    1.0089e-001
   20.0    105.0    1.0094e-001
   20.0    120.0    8.9649e-002
   20.0    135.0    8.3222e-002
   20.0    150.0    7.5445e-002
   20.0    165.0    7.7108e-002
   20.0    180.0    7.6817e-002
   30.0      0.0    1.3309e-001
   30.0     15.0    1.3044e-001
   30.0     30.0    1.2260e-001
   30.0     45.0    1.0470e-001
   30.0     60.0    7.7056e-002
   30.0     75.0    5.7281e-002
   30.0     90.0    5.4165e-002
   30.0    105.0    5.2341e-002
   30.0    120.0    4.7837e-002
   30.0    135.0    4.4982e-002
   30.0    150.0    4.2824e-002
   30.0    165.0    4.3802e-002
   30.0    180.0    4.7563e-002
   40.0      0.0    1.8660e-001
   40.0     15.0    1.5881e-001
   40.0     30.0    1.1188e-001
   40.0     45.0    7.3001e-002
   40.0     60.0    5.3451e-002
   40.0     75.0    4.2478e-002
   40.0     90.0    3.7644e-002
   40.0    105.0    3.8450e-002
   40.0    120.0    4.1973e-002
   40.0    135.0    4.3296e-002
   40.0    150.0    4.6127e-002
   40.0    165.0    4.8479e-002
   40.0    180.0    4.9518e-002
   50.0      0.0    1.8670e-001
   50.0     15.0    1.4029e-001
   50.0     30.0    8.5754e-002
   50.0     45.0    6.0519e-002
   50.0     60.0    5.4829e-002
   50.0     75.0    5.4128e-002
   50.0     90.0    5.3356e-002
   50.0    105.0    5.7299e-002
   50.0    120.0    6.5118e-002
   50.0    135.0    7.1556e-002
   50.0    150.0    7.7615e-002
   50.0    165.0    8.1630e-002
   50.0    180.0    8.2769e-002
   60.0      0.0    1.6504e-001
   60.0     15.0    1.3055e-001
   60.0     30.0    1.0676e-001
   60.0     45.0    9.8228e-002
   60.0     60.0    9.9921e-002
   60.0     75.0    1.0317e-001
   60.0     90.0    1.0174e-001
   60.0    105.0    1.0856e-001
   60.0    120.0    1.2387e-001
   60.0    135.0    1.3273e-001
   60.0    150.0    1.3986e-001
   60.0    165.0    1.4331e-001
   60.0    180.0    1.4813e-001
   70.0      0.0    1.9908e-001
   70.0     15.0    1.8036e-001
   70.0     30.0    1.7504e-001
   70.0     45.0    1.7846e-001
   70.0     60.0    1.8540e-001
   70.0     75.0    1.9415e-001
   70.0     90.0    1.8741e-001
   70.0    105.0    1.9618e-001
   70.0    120.0    2.1460e-001
   70.0    135.0    2.1752e-001
   70.0    150.0    2.1843e-001
   70.0    165.0    2.1738e-001
   70.0    180.0    2.2318e-001
   80.0      0.0    2.4338e-001
   80.0     15.0    2.3338e-001
   80.0     30.0    2.3493e-001
   80.0     45.0    2.4561e-001
   80.0     60.0    2.5626e-001
   80.0     75.0    2.6968e-001
   80.0     90.0    2.5962e-001
   80.0    105.0    2.5912e-001
   80.0    120.0    2.6272e-001
   80.0    135.0    2.5097e-001
   80.0    150.0    2.3645e-001
   80.0    165.0    2.3021e-001
   80.0    180.0    2.3214e-001
   87.5      0.0    2.4644e-001
   87.5     15.0    2.4268e-001
   87.5     30.0    2.3858e-001
   87.5     45.0    2.4791e-001
   87.5     60.0    2.5718e-001
   87.5     75.0    2.6345e-001
   87.5     90.0    2.5482e-001
   87.5    105.0    2.4316e-001
   87.5    120.0    2.3356e-001
   87.5    135.0    2.1329e-001
   87.5    150.0    1.9425e-001
   87.5    165.0    1.8956e-001
   87.5    180.0    1.8596e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 30.0
    0.0      0.0    1.3255e-001
   10.0      0.0    1.5182e-001
   10.0     15.0    1.5456e-001
   10.0     30.0    1.6885e-001
   10.0     45.0    1.5036e-001
   10.0     60.0    1.5034e-001
   10.0     75.0    1.3200e-001
   10.0     90.0    1.1769e-001
   10.0    105.0    1.0337e-001
   10.0    120.0    8.1836e-002
   10.0    135.0    7.5454e-002
   10.0    150.0    7.5737e-002
   10.0    165.0    7.5995e-002
   10.0    180.0    7.2819e-002
   20.0      0.0    1.1935e-001
   20.0     15.0    1.3131e-001
   20.0     30.0    1.3278e-001
   20.0     45.0    1.2632e-001
   20.0     60.0    1.0636e-001
   20.0     75.0    9.0471e-002
   20.0     90.0    7.3618e-002
   20.0    105.0    5.5621e-002
   20.0    120.0    4.7710e-002
   20.0    135.0    4.1637e-002
   20.0    150.0    4.1737e-002
   20.0    165.0    4.0075e-002
   20.0    180.0    4.1191e-002
   30.0      0.0    1.4625e-003
   30.0     15.0    1.0056e-001
   30.0     30.0    1.0944e-001
   30.0     45.0    8.5710e-002
   30.0     60.0    6.5679e-002
   30.0     75.0    4.8987e-002
   30.0     90.0    3.9468e-002
   30.0    105.0    3.5340e-002
   30.0    120.0    3.3315e-002
   30.0    135.0    3.2453e-002
   30.0    150.0    3.5438e-002
   30.0    165.0    3.5516e-002
   30.0    180.0    3.6078e-002
   40.0      0.0    1.3662e-001
   40.0     15.0    1.3129e-001
   40.0     30.0    1.0334e-001
   40.0     45.0    6.5122e-002
   40.0     60.0    4.2509e-002
   40.0     75.0    3.6185e-002
   40.0     90.0    3.3315e-002
   40.0    105.0    3.4044e-002
   40.0    120.0    3.8676e-002
   40.0    135.0    4.3521e-002
   40.0    150.0    4.8278e-002
   40.0    165.0    5.1207e-002
   40.0    180.0    5.1786e-002
   50.0      0.0    2.1742e-001
   50.0     15.0    1.5774e-001
   50.0     30.0    8.9181e-002
   50.0     45.0    5.8196e-002
   50.0     60.0    4.9858e-002
   50.0     75.0    4.8202e-002
   50.0     90.0    4.7563e-002
   50.0    105.0    5.2122e-002
   50.0    120.0    6.3123e-002
   50.0    135.0    7.2728e-002
   50.0    150.0    8.1648e-002
   50.0    165.0    8.7540e-002
   50.0    180.0    8.8807e-002
   60.0      0.0    2.4858e-001
   60.0     15.0    1.6287e-001
   60.0     30.0    1.0030e-001
   60.0     45.0    8.8500e-002
   60.0     60.0    8.9737e-002
   60.0     75.0    9.2827e-002
   60.0     90.0    9.0679e-002
   60.0    105.0    9.9035e-002
   60.0    120.0    1.1901e-001
   60.0    135.0    1.3192e-001
   60.0    150.0    1.4238e-001
   60.0    165.0    1.4791e-001
   60.0    180.0    1.5303e-001
   70.0      0.0    2.5758e-001
   70.0     15.0    1.9203e-001
   70.0     30.0    1.6410e-001
   70.0     45.0    1.6384e-001
   70.0     60.0    1.6892e-001
   70.0     75.0    1.7701e-001
   70.0     90.0    1.7006e-001
   70.0    105.0    1.8055e-001
   70.0    120.0    2.0348e-001
   70.0    135.0    2.0985e-001
   70.0    150.0    2.1333e-001
   70.0    165.0    2.1377e-001
   70.0    180.0    2.1945e-001
   80.0      0.0    2.7875e-001
   80.0     15.0    2.4214e-001
   80.0     30.0    2.2775e-001
   80.0     45.0    2.3214e-001
   80.0     60.0    2.3928e-001
   80.0     75.0    2.5069e-001
   80.0     90.0    2.4015e-001
   80.0    105.0    2.4046e-001
   80.0    120.0    2.4632e-001
   80.0    135.0    2.3629e-001
   80.0    150.0    2.2345e-001
   80.0    165.0    2.1808e-001
   80.0    180.0    2.1981e-001
   87.5      0.0    2.8044e-001
   87.5     15.0    2.5601e-001
   87.5     30.0    2.4042e-001
   87.5     45.0    2.4127e-001
   87.5     60.0    2.4566e-001
   87.5     75.0    2.4925e-001
   87.5     90.0    2.3899e-001
   87.5    105.0    2.2688e-001
   87.5    120.0    2.1783e-001
   87.5    135.0    1.9852e-001
   87.5    150.0    1.8062e-001
   87.5    165.0    1.7655e-001
   87.5    180.0    1.7278e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 40.0
    0.0      0.0    6.6268e-002
   10.0      0.0    1.4338e-001
   10.0     15.0    1.3075e-001
   10.0     30.0    1.3015e-001
   10.0     45.0    1.0671e-001
   10.0     60.0    8.9030e-002
   10.0     75.0    6.8569e-002
   10.0     90.0    5.5275e-002
   10.0    105.0    4.7702e-002
   10.0    120.0    4.3911e-002
   10.0    135.0    4.3170e-002
   10.0    150.0    4.0520e-002
   10.0    165.0    3.9855e-002
   10.0    180.0    3.8898e-002
   20.0      0.0    1.5914e-001
   20.0     15.0    1.6164e-001
   20.0     30.0    1.3818e-001
   20.0     45.0    1.1074e-001
   20.0     60.0    7.6844e-002
   20.0     75.0    5.1528e-002
   20.0     90.0    4.1049e-002
   20.0    105.0    3.2737e-002
   20.0    120.0    2.9675e-002
   20.0    135.0    3.0245e-002
   20.0    150.0    3.1173e-002
   20.0    165.0    3.0393e-002
   20.0    180.0    3.0859e-002
   30.0      0.0    1.2397e-001
   30.0     15.0    1.2830e-001
   30.0     30.0    1.1344e-001
   30.0     45.0    7.6492e-002
   30.0     60.0    5.0309e-002
   30.0     75.0    3.5442e-002
   30.0     90.0    2.8083e-002
   30.0    105.0    2.6816e-002
   30.0    120.0    2.9021e-002
   30.0    135.0    3.1606e-002
   30.0    150.0    3.4647e-002
   30.0    165.0    3.6340e-002
   30.0    180.0    3.6450e-002
   40.0      0.0    2.3825e-003
   40.0     15.0    1.0657e-001
   40.0     30.0    8.6734e-002
   40.0     45.0    5.1987e-002
   40.0     60.0    3.7338e-002
   40.0     75.0    3.0480e-002
   40.0     90.0    2.8007e-002
   40.0    105.0    3.0190e-002
   40.0    120.0    3.6318e-002
   40.0    135.0    4.3029e-002
   40.0    150.0    4.9296e-002
   40.0    165.0    5.3424e-002
   40.0    180.0    5.3993e-002
   50.0      0.0    1.6312e-001
   50.0     15.0    1.3790e-001
   50.0     30.0    8.2564e-002
   50.0     45.0    4.9730e-002
   50.0     60.0    4.4002e-002
   50.0     75.0    4.2442e-002
   50.0     90.0    4.0251e-002
   50.0    105.0    4.4934e-002
   50.0    120.0    5.8218e-002
   50.0    135.0    7.0423e-002
   50.0    150.0    8.1579e-002
   50.0    165.0    8.8831e-002
   50.0    180.0    9.0154e-002
   60.0      0.0    2.9900e-001
   60.0     15.0    1.8027e-001
   60.0     30.0    9.3709e-002
   60.0     45.0    8.0112e-002
   60.0     60.0    8.0172e-002
   60.0     75.0    8.1278e-002
   60.0     90.0    7.7090e-002
   60.0    105.0    8.5649e-002
   60.0    120.0    1.0850e-001
   60.0    135.0    1.2434e-001
   60.0    150.0    1.3704e-001
   60.0    165.0    1.4390e-001
   60.0    180.0    1.4903e-001
   70.0      0.0    3.9884e-001
   70.0     15.0    2.2044e-001
   70.0     30.0    1.5194e-001
   70.0     45.0    1.4888e-001
   70.0     60.0    1.5232e-001
   70.0     75.0    1.5782e-001
   70.0     90.0    1.4916e-001
   70.0    105.0    1.5984e-001
   70.0    120.0    1.8537e-001
   70.0    135.0    1.9472e-001
   70.0    150.0    2.0050e-001
   70.0    165.0    2.0233e-001
   70.0    180.0    2.0794e-001
   80.0      0.0    4.3083e-001
   80.0     15.0    2.6891e-001
   80.0     30.0    2.2210e-001
   80.0     45.0    2.1753e-001
   80.0     60.0    2.2028e-001
   80.0     75.0    2.2858e-001
   80.0     90.0    2.1720e-001
   80.0    105.0    2.1825e-001
   80.0    120.0    2.2654e-001
   80.0    135.0    2.1949e-001
   80.0    150.0    2.0938e-001
   80.0    165.0    2.0551e-001
   80.0    180.0    2.0746e-001
   87.5      0.0    4.5978e-001
   87.5     15.0    3.0795e-001
   87.5     30.0    2.4346e-001
   87.5     45.0    2.3114e-001
   87.5     60.0    2.2968e-001
   87.5     75.0    2.3101e-001
   87.5     90.0    2.2052e-001
   87.5    105.0    2.0958e-001
   87.5    120.0    2.0276e-001
   87.5    135.0    1.8623e-001
   87.5    150.0    1.7065e-001
   87.5    165.0    1.6789e-001
   87.5    180.0    1.6439e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 50.0
    0.0      0.0    3.2522e-002
   10.0      0.0    7.8989e-002
   10.0     15.0    7.8803e-002
   10.0     30.0    6.7802e-002
   10.0     45.0    5.7001e-002
   10.0     60.0    4.1914e-002
   10.0     75.0    3.7008e-002
   10.0     90.0    3.5216e-002
   10.0    105.0    2.9483e-002
   10.0    120.0    3.0621e-002
   10.0    135.0    2.8746e-002
   10.0    150.0    2.9214e-002
   10.0    165.0    2.8388e-002
   10.0    180.0    2.8338e-002
   20.0      0.0    1.4523e-001
   20.0     15.0    1.2777e-001
   20.0     30.0    9.6703e-002
   20.0     45.0    6.1845e-002
   20.0     60.0    4.2486e-002
   20.0     75.0    3.1686e-002
   20.0     90.0    2.6869e-002
   20.0    105.0    2.5638e-002
   20.0    120.0    2.6943e-002
   20.0    135.0    2.7424e-002
   20.0    150.0    2.8415e-002
   20.0    165.0    2.8994e-002
   20.0    180.0    2.9152e-002
   30.0      0.0    1.7221e-001
   30.0     15.0    1.5278e-001
   30.0     30.0    1.0394e-001
   30.0     45.0    5.8305e-002
   30.0     60.0    3.6372e-002
   30.0     75.0    2.6079e-002
   30.0     90.0    2.3833e-002
   30.0    105.0    2.4097e-002
   30.0    120.0    2.6919e-002
   30.0    135.0    3.0429e-002
   30.0    150.0    3.4277e-002
   30.0    165.0    3.6410e-002
   30.0    180.0    3.6756e-002
   40.0      0.0    1.4333e-001
   40.0     15.0    1.3702e-001
   40.0     30.0    8.3427e-002
   40.0     45.0    4.3454e-002
   40.0     60.0    3.1338e-002
   40.0     75.0    2.6389e-002
   40.0     90.0    2.3621e-002
   40.0    105.0    2.5499e-002
   40.0    120.0    3.2578e-002
   40.0    135.0    4.0813e-002
   40.0    150.0    4.8221e-002
   40.0    165.0    5.2944e-002
   40.0    180.0    5.3482e-002
   50.0      0.0    4.4840e-003
   50.0     15.0    1.2089e-001
   50.0     30.0    6.7803e-002
   50.0     45.0    4.5257e-002
   50.0     60.0    3.9642e-002
   50.0     75.0    3.6142e-002
   50.0     90.0    3.1884e-002
   50.0    105.0    3.6154e-002
   50.0    120.0    5.0627e-002
   50.0    135.0    6.4413e-002
   50.0    150.0    7.6747e-002
   50.0    165.0    8.4581e-002
   50.0    180.0    8.5909e-002
   60.0      0.0    2.3671e-001
   60.0     15.0    1.6019e-001
   60.0     30.0    8.3774e-002
   60.0     45.0    7.3820e-002
   60.0     60.0    7.1720e-002
   60.0     75.0    6.9254e-002
   60.0     90.0    6.2125e-002
   60.0    105.0    6.9901e-002
   60.0    120.0    9.3856e-002
   60.0    135.0    1.1158e-001
   60.0    150.0    1.2563e-001
   60.0    165.0    1.3328e-001
   60.0    180.0    1.3830e-001
   70.0      0.0    5.0042e-001
   70.0     15.0    2.3477e-001
   70.0     30.0    1.3981e-001
   70.0     45.0    1.3696e-001
   70.0     60.0    1.3735e-001
   70.0     75.0    1.3838e-001
   70.0     90.0    1.2692e-001
   70.0    105.0    1.3681e-001
   70.0    120.0    1.6359e-001
   70.0    135.0    1.7590e-001
   70.0    150.0    1.8403e-001
   70.0    165.0    1.8729e-001
   70.0    180.0    1.9300e-001
   80.0      0.0    7.6370e-001
   80.0     15.0    3.1057e-001
   80.0     30.0    2.1289e-001
   80.0     45.0    2.0285e-001
   80.0     60.0    2.0163e-001
   80.0     75.0    2.0609e-001
   80.0     90.0    1.9356e-001
   80.0    105.0    1.9545e-001
   80.0    120.0    2.0645e-001
   80.0    135.0    2.0336e-001
   80.0    150.0    1.9656e-001
   80.0    165.0    1.9445e-001
   80.0    180.0    1.9690e-001
   87.5      0.0    1.0241e+000
   87.5     15.0    3.5705e-001
   87.5     30.0    2.4407e-001
   87.5     45.0    2.1844e-001
   87.5     60.0    2.1192e-001
   87.5     75.0    2.1155e-001
   87.5     90.0    2.0181e-001
   87.5    105.0    1.9325e-001
   87.5    120.0    1.8983e-001
   87.5    135.0    1.7710e-001
   87.5    150.0    1.6428e-001
   87.5    165.0    1.6299e-001
   87.5    180.0    1.5999e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 60.0
    0.0      0.0    1.8601e-002
   10.0      0.0    4.3590e-002
   10.0     15.0    4.2689e-002
   10.0     30.0    3.9453e-002
   10.0     45.0    3.3306e-002
   10.0     60.0    2.9058e-002
   10.0     75.0    2.7976e-002
   10.0     90.0    2.6254e-002
   10.0    105.0    2.5817e-002
   10.0    120.0    2.5520e-002
   10.0    135.0    2.5818e-002
   10.0    150.0    2.5971e-002
   10.0    165.0    2.6097e-002
   10.0    180.0    2.6107e-002
   20.0      0.0    8.3425e-002
   20.0     15.0    7.3747e-002
   20.0     30.0    5.2841e-002
   20.0     45.0    3.6658e-002
   20.0     60.0    2.9695e-002
   20.0     75.0    2.5373e-002
   20.0     90.0    2.3724e-002
   20.0    105.0    2.3554e-002
   20.0    120.0    2.4518e-002
   20.0    135.0    2.5843e-002
   20.0    150.0    2.7602e-002
   20.0    165.0    2.8383e-002
   20.0    180.0    2.8525e-002
   30.0      0.0    1.6517e-001
   30.0     15.0    1.3037e-001
   30.0     30.0    7.2259e-002
   30.0     45.0    3.8520e-002
   30.0     60.0    2.8513e-002
   30.0     75.0    2.3178e-002
   30.0     90.0    2.0846e-002
   30.0    105.0    2.1504e-002
   30.0    120.0    2.4744e-002
   30.0    135.0    2.8806e-002
   30.0    150.0    3.3063e-002
   30.0    165.0    3.5401e-002
   30.0    180.0    3.5742e-002
   40.0      0.0    2.1082e-001
   40.0     15.0    1.5592e-001
   40.0     30.0    7.1704e-002
   40.0     45.0    3.8107e-002
   40.0     60.0    2.8214e-002
   40.0     75.0    2.2756e-002
   40.0     90.0    1.9040e-002
   40.0    105.0    2.0701e-002
   40.0    120.0    2.8172e-002
   40.0    135.0    3.7010e-002
   40.0    150.0    4.4829e-002
   40.0    165.0    4.9692e-002
   40.0    180.0    5.0212e-002
   50.0      0.0    1.9697e-001
   50.0     15.0    1.5011e-001
   50.0     30.0    6.8164e-002
   50.0     45.0    4.4332e-002
   50.0     60.0    3.6267e-002
   50.0     75.0    2.9620e-002
   50.0     90.0    2.3441e-002
   50.0    105.0    2.7116e-002
   50.0    120.0    4.1758e-002
   50.0    135.0    5.6206e-002
   50.0    150.0    6.8869e-002
   50.0    165.0    7.6750e-002
   50.0    180.0    7.8128e-002
   60.0      0.0    1.0883e-002
   60.0     15.0    1.4491e-001
   60.0     30.0    7.9712e-002
   60.0     45.0    7.2175e-002
   60.0     60.0    6.4991e-002
   60.0     75.0    5.7571e-002
   60.0     90.0    4.7566e-002
   60.0    105.0    5.4312e-002
   60.0    120.0    7.8122e-002
   60.0    135.0    9.7089e-002
   60.0    150.0    1.1198e-001
   60.0    165.0    1.2012e-001
   60.0    180.0    1.2509e-001
   70.0      0.0    4.1948e-001
   70.0     15.0    2.1269e-001
   70.0     30.0    1.2950e-001
   70.0     45.0    1.2966e-001
   70.0     60.0    1.2523e-001
   70.0     75.0    1.2040e-001
   70.0     90.0    1.0599e-001
   70.0    105.0    1.1493e-001
   70.0    120.0    1.4215e-001
   70.0    135.0    1.5737e-001
   70.0    150.0    1.6774e-001
   70.0    165.0    1.7234e-001
   70.0    180.0    1.7829e-001
   80.0      0.0    9.8761e-001
   80.0     15.0    3.2317e-001
   80.0     30.0    1.9812e-001
   80.0     45.0    1.8918e-001
   80.0     60.0    1.8529e-001
   80.0     75.0    1.8566e-001
   80.0     90.0    1.7200e-001
   80.0    105.0    1.7486e-001
   80.0    120.0    1.8855e-001
   80.0    135.0    1.8965e-001
   80.0    150.0    1.8612e-001
   80.0    165.0    1.8567e-001
   80.0    180.0    1.8870e-001
   87.5      0.0    1.7535e+000
   87.5     15.0    4.1936e-001
   87.5     30.0    2.3231e-001
   87.5     45.0    2.0321e-001
   87.5     60.0    1.9477e-001
   87.5     75.0    1.9347e-001
   87.5     90.0    1.8503e-001
   87.5    105.0    1.7935e-001
   87.5    120.0    1.7968e-001
   87.5    135.0    1.7096e-001
   87.5    150.0    1.6081e-001
   87.5    165.0    1.6090e-001
   87.5    180.0    1.5846e-001
WIND SPEED =  8.0; SUN ZENITH ANGLE = 70.0
    0.0      0.0    1.4991e-002
   10.0      0.0    2.9695e-002
   10.0     15.0    2.8256e-002
   10.0     30.0    2.7734e-002
   10.0     45.0    2.6341e-002
   10.0     60.0    2.5268e-002
   10.0     75.0    2.4480e-002
   10.0     90.0    2.4177e-002
   10.0    105.0    2.3966e-002
   10.0    120.0    2.4156e-002
   10.0    135.0    2.4598e-002
   10.0    150.0    2.4834e-002
   10.0    165.0    2.5012e-002
   10.0    180.0    2.5045e-002
   20.0      0.0    4.4411e-002
   20.0     15.0    4.2550e-002
   20.0     30.0    3.3333e-002
   20.0     45.0    2.8556e-002
   20.0     60.0    2.5113e-002
   20.0     75.0    2.3029e-002
   20.0     90.0    2.1972e-002
   20.0    105.0    2.2029e-002
   20.0    120.0    2.3168e-002
   20.0    135.0    2.4654e-002
   20.0    150.0    2.6484e-002
   20.0    165.0    2.7329e-002
   20.0    180.0    2.7459e-002
   30.0      0.0    1.0048e-001
   30.0     15.0    7.6092e-002
   30.0     30.0    4.6271e-002
   30.0     45.0    3.1200e-002
   30.0     60.0    2.4906e-002
   30.0     75.0    2.0856e-002
   30.0     90.0    1.8529e-002
   30.0    105.0    1.9225e-002
   30.0    120.0    2.2530e-002
   30.0    135.0    2.6671e-002
   30.0    150.0    3.0908e-002
   30.0    165.0    3.3228e-002
   30.0    180.0    3.3563e-002
   40.0      0.0    2.0827e-001
   40.0     15.0    1.3631e-001
   40.0     30.0    5.9107e-002
   40.0     45.0    3.4965e-002
   40.0     60.0    2.5682e-002
   40.0     75.0    1.9204e-002
   40.0     90.0    1.5120e-002
   40.0    105.0    1.6585e-002
   40.0    120.0    2.3864e-002
   40.0    135.0    3.2616e-002
   40.0    150.0    4.0271e-002
   40.0    165.0    4.4974e-002
