 Table of rho values created with FFT surfaces and polarized ray tracing as described in
   Mobley, C.D., 2015.  Polarized Reflectance and Transmittance Properties of Wind-blown Sea Surfaces,
   Applied Optics (in review)
 NOTE: This is a preliminary table for use during review of the above paper.
   These rho values are for fully developed seas, sun's direct rays parallel to the wind direction,
   a Rayleigh, single-scattering sky at 550 nm, and wind speeds of 0, 2, 4, 5, 6, 8, 10, 12, 14, and 15 m/s.
   The final table will be placed online once the above paper has been accepted for publication.
 rho is computed from the I components of the Stokes radiance vectors: rho = I(surface reflected)/I(sky) [nondimensional]
 Theta_v is the polar viewing angle measured from 0 at the nadir.
 Phi_v is the azimuthal viewing angle measured from the sun at phi_v = 0
 Looping order is
    wind speed
       sun zenith angle
          theta_v
             phi_v
 Data blocks of 118 theta_v, phi_v, rho(theta_v, phi_v) records on an (f7.1,f9.1,e15.4) format are separated by 
   records giving the wind speed and sun zenith angle on an (12x,f5.1,20x,f5.1) format.
-------------------------------
 Theta_v    Phi_v       rho
-------------------------------
WIND SPEED =  0.0; SUN ZENITH ANGLE =  0.0
   80.0     15.0    2.0220e-001
   80.0     30.0    2.0981e-001
   80.0     45.0    2.2162e-001
   80.0     60.0    2.3428e-001
   80.0     75.0    2.4540e-001
   80.0     90.0    2.3768e-001
   80.0    105.0    2.3491e-001
   80.0    120.0    2.3429e-001
   80.0    135.0    2.2162e-001
   80.0    150.0    2.0981e-001
   80.0    165.0    2.0220e-001
   80.0    180.0    2.0447e-001
   87.5      0.0    1.8001e-001
   87.5     15.0    1.7846e-001
   87.5     30.0    1.8663e-001
   87.5     45.0    1.9875e-001
   87.5     60.0    2.0833e-001
   87.5     75.0    2.2416e-001
   87.5     90.0    2.1872e-001
   87.5    105.0    2.1761e-001
   87.5    120.0    2.0824e-001
   87.5    135.0    1.9876e-001
   87.5    150.0    1.8663e-001
   87.5    165.0    1.7846e-001
   87.5    180.0    1.8001e-001
WIND SPEED = 14.0; SUN ZENITH ANGLE = 10.0
    0.0      0.0    9.9741e-002
   10.0      0.0    3.1459e-004
   10.0     15.0    6.0388e-002
   10.0     30.0    7.5679e-002
   10.0     45.0    8.7196e-002
   10.0     60.0    9.6771e-002
   10.0     75.0    1.1042e-001
   10.0     90.0    1.2066e-001
   10.0    105.0    1.3350e-001
   10.0    120.0    1.3869e-001
   10.0    135.0    1.4751e-001
   10.0    150.0    1.4971e-001
   10.0    165.0    1.6126e-001
   10.0    180.0    1.7619e-001
   20.0      0.0    9.4665e-002
   20.0     15.0    1.0276e-001
   20.0     30.0    1.0345e-001
   20.0     45.0    1.1420e-001
   20.0     60.0    1.1736e-001
   20.0     75.0    1.2125e-001
   20.0     90.0    1.2899e-001
   20.0    105.0    1.3151e-001
   20.0    120.0    1.4246e-001
   20.0    135.0    1.5003e-001
   20.0    150.0    1.6426e-001
   20.0    165.0    1.6409e-001
   20.0    180.0    1.6211e-001
   30.0      0.0    1.5778e-001
   30.0     15.0    1.4748e-001
   30.0     30.0    1.3215e-001
   30.0     45.0    1.2088e-001
   30.0     60.0    1.1211e-001
   30.0     75.0    9.7223e-002
   30.0     90.0    8.7642e-002
   30.0    105.0    9.1077e-002
   30.0    120.0    1.0457e-001
   30.0    135.0    1.1177e-001
   30.0    150.0    1.1395e-001
   30.0    165.0    1.1438e-001
   30.0    180.0    1.2032e-001
   40.0      0.0    1.6825e-001
   40.0     15.0    1.4807e-001
   40.0     30.0    1.2610e-001
   40.0     45.0    1.0215e-001
   40.0     60.0    8.0051e-002
   40.0     75.0    6.7509e-002
   40.0     90.0    6.1163e-002
   40.0    105.0    6.2552e-002
   40.0    120.0    6.9857e-002
   40.0    135.0    7.1842e-002
   40.0    150.0    7.4318e-002
   40.0    165.0    7.4026e-002
   40.0    180.0    7.7439e-002
   50.0      0.0    1.6251e-001
   50.0     15.0    1.3699e-001
   50.0     30.0    1.1057e-001
   50.0     45.0    8.2912e-002
   50.0     60.0    7.2055e-002
   50.0     75.0    6.8894e-002
   50.0     90.0    6.8469e-002
   50.0    105.0    6.9089e-002
   50.0    120.0    7.2847e-002
   50.0    135.0    7.9618e-002
   50.0    150.0    8.1986e-002
   50.0    165.0    8.6573e-002
   50.0    180.0    8.9839e-002
   60.0      0.0    1.5497e-001
   60.0     15.0    1.3704e-001
   60.0     30.0    1.1850e-001
   60.0     45.0    1.1457e-001
   60.0     60.0    1.1248e-001
   60.0     75.0    1.1472e-001
   60.0     90.0    1.1046e-001
   60.0    105.0    1.1513e-001
   60.0    120.0    1.2580e-001
   60.0    135.0    1.2908e-001
   60.0    150.0    1.3072e-001
   60.0    165.0    1.3224e-001
   60.0    180.0    1.3704e-001
   70.0      0.0    1.8242e-001
   70.0     15.0    1.7492e-001
   70.0     30.0    1.7249e-001
   70.0     45.0    1.7743e-001
   70.0     60.0    1.8502e-001
   70.0     75.0    1.9222e-001
   70.0     90.0    1.8481e-001
   70.0    105.0    1.8808e-001
   70.0    120.0    2.0048e-001
   70.0    135.0    1.9805e-001
   70.0    150.0    1.9431e-001
   70.0    165.0    1.9172e-001
   70.0    180.0    1.9608e-001
   80.0      0.0    2.0791e-001
   80.0     15.0    2.0175e-001
   80.0     30.0    2.0747e-001
   80.0     45.0    2.1767e-001
   80.0     60.0    2.2929e-001
   80.0     75.0    2.3994e-001
   80.0     90.0    2.3051e-001
   80.0    105.0    2.2855e-001
   80.0    120.0    2.3131e-001
   80.0    135.0    2.1888e-001
   80.0    150.0    2.0664e-001
   80.0    165.0    1.9860e-001
   80.0    180.0    1.9967e-001
   87.5      0.0    1.9384e-001
   87.5     15.0    1.9083e-001
   87.5     30.0    1.9688e-001
   87.5     45.0    2.0609e-001
   87.5     60.0    2.1210e-001
   87.5     75.0    2.2396e-001
   87.5     90.0    2.1333e-001
   87.5    105.0    2.0888e-001
   87.5    120.0    1.9844e-001
   87.5    135.0    1.8616e-001
   87.5    150.0    1.7184e-001
   87.5    165.0    1.6239e-001
   87.5    180.0    1.6241e-001
WIND SPEED = 14.0; SUN ZENITH ANGLE = 20.0
    0.0      0.0    1.4181e-001
   10.0      0.0    9.0700e-002
   10.0     15.0    9.4581e-002
   10.0     30.0    1.0866e-001
   10.0     45.0    1.1941e-001
   10.0     60.0    1.3030e-001
   10.0     75.0    1.3797e-001
   10.0     90.0    1.5550e-001
   10.0    105.0    1.4946e-001
   10.0    120.0    1.6005e-001
   10.0    135.0    1.6460e-001
   10.0    150.0    1.5818e-001
   10.0    165.0    1.5706e-001
   10.0    180.0    1.7208e-001
   20.0      0.0    6.3831e-004
   20.0     15.0    6.9453e-002
   20.0     30.0    9.1562e-002
   20.0     45.0    1.0430e-001
   20.0     60.0    1.2563e-001
   20.0     75.0    1.1925e-001
   20.0     90.0    1.2453e-001
   20.0    105.0    1.2337e-001
   20.0    120.0    1.2809e-001
   20.0    135.0    1.1837e-001
   20.0    150.0    1.1163e-001
   20.0    165.0    1.1309e-001
   20.0    180.0    1.1247e-001
   30.0      0.0    9.9349e-002
   30.0     15.0    1.0477e-001
   30.0     30.0    1.0970e-001
   30.0     45.0    1.0927e-001
   30.0     60.0    1.0056e-001
   30.0     75.0    8.1513e-002
   30.0     90.0    7.6406e-002
   30.0    105.0    7.9204e-002
   30.0    120.0    7.2005e-002
   30.0    135.0    6.9368e-002
   30.0    150.0    6.6018e-002
   30.0    165.0    6.4804e-002
   30.0    180.0    6.7576e-002
   40.0      0.0    1.6635e-001
   40.0     15.0    1.5417e-001
   40.0     30.0    1.2494e-001
   40.0     45.0    1.0130e-001
   40.0     60.0    7.3981e-002
   40.0     75.0    5.8282e-002
   40.0     90.0    5.1144e-002
   40.0    105.0    5.1108e-002
   40.0    120.0    5.4165e-002
   40.0    135.0    5.5154e-002
   40.0    150.0    5.5033e-002
   40.0    165.0    5.9950e-002
   40.0    180.0    6.1115e-002
   50.0      0.0    1.9847e-001
   50.0     15.0    1.6496e-001
   50.0     30.0    1.1992e-001
   50.0     45.0    8.4896e-002
   50.0     60.0    6.9291e-002
   50.0     75.0    6.3643e-002
   50.0     90.0    6.0043e-002
   50.0    105.0    6.2646e-002
   50.0    120.0    7.2237e-002
   50.0    135.0    7.7877e-002
   50.0    150.0    8.4013e-002
   50.0    165.0    8.7543e-002
   50.0    180.0    8.8807e-002
   60.0      0.0    2.0741e-001
   60.0     15.0    1.6640e-001
   60.0     30.0    1.2465e-001
   60.0     45.0    1.0525e-001
   60.0     60.0    1.0380e-001
   60.0     75.0    1.0655e-001
   60.0     90.0    1.0195e-001
   60.0    105.0    1.0927e-001
   60.0    120.0    1.2526e-001
   60.0    135.0    1.3330e-001
   60.0    150.0    1.3850e-001
   60.0    165.0    1.4205e-001
   60.0    180.0    1.4645e-001
   70.0      0.0    2.2000e-001
   70.0     15.0    1.8967e-001
   70.0     30.0    1.6802e-001
   70.0     45.0    1.6636e-001
   70.0     60.0    1.7251e-001
   70.0     75.0    1.7999e-001
   70.0     90.0    1.7270e-001
   70.0    105.0    1.7876e-001
   70.0    120.0    1.9733e-001
   70.0    135.0    1.9845e-001
   70.0    150.0    1.9716e-001
   70.0    165.0    1.9595e-001
   70.0    180.0    2.0006e-001
   80.0      0.0    2.2497e-001
   80.0     15.0    2.1074e-001
   80.0     30.0    2.0351e-001
   80.0     45.0    2.0938e-001
   80.0     60.0    2.1874e-001
   80.0     75.0    2.2833e-001
   80.0     90.0    2.1778e-001
   80.0    105.0    2.1645e-001
   80.0    120.0    2.2170e-001
   80.0    135.0    2.1002e-001
   80.0    150.0    1.9814e-001
   80.0    165.0    1.9031e-001
   80.0    180.0    1.9068e-001
   87.5      0.0    2.1127e-001
   87.5     15.0    2.0274e-001
   87.5     30.0    2.0125e-001
   87.5     45.0    2.0553e-001
   87.5     60.0    2.0799e-001
   87.5     75.0    2.1673e-001
   87.5     90.0    2.0306e-001
   87.5    105.0    1.9670e-001
   87.5    120.0    1.8614e-001
   87.5    135.0    1.7273e-001
   87.5    150.0    1.5796e-001
   87.5    165.0    1.4842e-001
   87.5    180.0    1.4767e-001
WIND SPEED = 14.0; SUN ZENITH ANGLE = 30.0
    0.0      0.0    1.4668e-001
   10.0      0.0    1.4191e-001
   10.0     15.0    1.3870e-001
   10.0     30.0    1.3917e-001
   10.0     45.0    1.5015e-001
   10.0     60.0    1.4795e-001
   10.0     75.0    1.4439e-001
   10.0     90.0    1.4295e-001
   10.0    105.0    1.3265e-001
   10.0    120.0    1.3035e-001
   10.0    135.0    1.1443e-001
   10.0    150.0    1.0327e-001
   10.0    165.0    1.1055e-001
   10.0    180.0    1.1357e-001
   20.0      0.0    9.3469e-002
   20.0     15.0    1.0318e-001
   20.0     30.0    1.1418e-001
   20.0     45.0    1.2347e-001
   20.0     60.0    1.2352e-001
   20.0     75.0    1.1019e-001
   20.0     90.0    9.9469e-002
   20.0    105.0    8.4521e-002
   20.0    120.0    7.3234e-002
   20.0    135.0    6.2608e-002
   20.0    150.0    5.9242e-002
   20.0    165.0    6.1342e-002
   20.0    180.0    6.1572e-002
   30.0      0.0    1.0952e-003
   30.0     15.0    7.9412e-002
   30.0     30.0    1.0051e-001
   30.0     45.0    1.0179e-001
   30.0     60.0    8.8570e-002
   30.0     75.0    6.7295e-002
   30.0     90.0    6.0438e-002
   30.0    105.0    5.2099e-002
   30.0    120.0    4.5650e-002
   30.0    135.0    4.2136e-002
   30.0    150.0    4.3457e-002
   30.0    165.0    4.5811e-002
   30.0    180.0    4.7535e-002
   40.0      0.0    1.0599e-001
   40.0     15.0    1.0987e-001
   40.0     30.0    1.1005e-001
   40.0     45.0    8.5718e-002
   40.0     60.0    6.1161e-002
   40.0     75.0    5.0917e-002
   40.0     90.0    4.1478e-002
   40.0    105.0    4.0116e-002
   40.0    120.0    4.3888e-002
   40.0    135.0    4.9092e-002
   40.0    150.0    5.3374e-002
   40.0    165.0    5.6581e-002
   40.0    180.0    5.7481e-002
   50.0      0.0    1.9430e-001
   50.0     15.0    1.6349e-001
   50.0     30.0    1.1413e-001
   50.0     45.0    7.5386e-002
   50.0     60.0    6.0880e-002
   50.0     75.0    5.5678e-002
   50.0     90.0    5.1494e-002
   50.0    105.0    5.6613e-002
   50.0    120.0    6.8124e-002
   50.0    135.0    7.8843e-002
   50.0    150.0    8.7346e-002
   50.0    165.0    9.3032e-002
   50.0    180.0    9.4568e-002
   60.0      0.0    2.6995e-001
   60.0     15.0    1.9576e-001
   60.0     30.0    1.2198e-001
   60.0     45.0    9.6943e-002
   60.0     60.0    9.3981e-002
   60.0     75.0    9.5591e-002
   60.0     90.0    9.0738e-002
   60.0    105.0    9.9466e-002
   60.0    120.0    1.2044e-001
   60.0    135.0    1.3262e-001
   60.0    150.0    1.4103e-001
   60.0    165.0    1.4646e-001
   60.0    180.0    1.5099e-001
   70.0      0.0    3.0982e-001
   70.0     15.0    2.2289e-001
   70.0     30.0    1.6193e-001
   70.0     45.0    1.5245e-001
   70.0     60.0    1.5694e-001
   70.0     75.0    1.6401e-001
   70.0     90.0    1.5587e-001
   70.0    105.0    1.6352e-001
   70.0    120.0    1.8676e-001
   70.0    135.0    1.9109e-001
   70.0    150.0    1.9211e-001
   70.0    165.0    1.9219e-001
   70.0    180.0    1.9605e-001
   80.0      0.0    2.9720e-001
   80.0     15.0    2.3892e-001
   80.0     30.0    2.0077e-001
   80.0     45.0    1.9803e-001
   80.0     60.0    2.0368e-001
   80.0     75.0    2.1139e-001
   80.0     90.0    1.9985e-001
   80.0    105.0    1.9914e-001
   80.0    120.0    2.0669e-001
   80.0    135.0    1.9668e-001
   80.0    150.0    1.8613e-001
   80.0    165.0    1.7921e-001
   80.0    180.0    1.7931e-001
   87.5      0.0    2.8662e-001
   87.5     15.0    2.4453e-001
   87.5     30.0    2.0482e-001
   87.5     45.0    1.9981e-001
   87.5     60.0    1.9776e-001
   87.5     75.0    2.0368e-001
   87.5     90.0    1.8851e-001
   87.5    105.0    1.8159e-001
   87.5    120.0    1.7218e-001
   87.5    135.0    1.5936e-001
   87.5    150.0    1.4562e-001
   87.5    165.0    1.3692e-001
   87.5    180.0    1.3597e-001
WIND SPEED = 14.0; SUN ZENITH ANGLE = 40.0
    0.0      0.0    1.0352e-001
   10.0      0.0    1.5603e-001
   10.0     15.0    1.5046e-001
   10.0     30.0    1.4358e-001
   10.0     45.0    1.3121e-001
   10.0     60.0    1.1631e-001
   10.0     75.0    1.0492e-001
   10.0     90.0    8.6731e-002
   10.0    105.0    7.5254e-002
   10.0    120.0    6.6015e-002
   10.0    135.0    6.5997e-002
   10.0    150.0    5.9684e-002
   10.0    165.0    5.8215e-002
   10.0    180.0    5.3818e-002
   20.0      0.0    1.4287e-001
   20.0     15.0    1.4270e-001
   20.0     30.0    1.3396e-001
   20.0     45.0    1.2596e-001
   20.0     60.0    1.0048e-001
   20.0     75.0    7.9769e-002
   20.0     90.0    6.3020e-002
   20.0    105.0    4.5447e-002
   20.0    120.0    4.3214e-002
   20.0    135.0    4.1080e-002
   20.0    150.0    4.0440e-002
   20.0    165.0    4.0419e-002
   20.0    180.0    3.9089e-002
   30.0      0.0    9.7420e-002
   30.0     15.0    1.0723e-001
   30.0     30.0    1.1378e-001
   30.0     45.0    9.6494e-002
   30.0     60.0    6.8517e-002
   30.0     75.0    5.2937e-002
   30.0     90.0    3.8602e-002
   30.0    105.0    3.2905e-002
   30.0    120.0    3.2743e-002
   30.0    135.0    3.5978e-002
   30.0    150.0    3.8577e-002
   30.0    165.0    4.0710e-002
   30.0    180.0    4.0547e-002
   40.0      0.0    1.7869e-003
   40.0     15.0    8.9415e-002
   40.0     30.0    9.6098e-002
   40.0     45.0    6.9154e-002
   40.0     60.0    5.2643e-002
   40.0     75.0    3.8525e-002
   40.0     90.0    3.2284e-002
   40.0    105.0    3.2984e-002
   40.0    120.0    4.0124e-002
   40.0    135.0    4.7627e-002
   40.0    150.0    5.4673e-002
   40.0    165.0    5.8496e-002
   40.0    180.0    5.9394e-002
   50.0      0.0    1.2882e-001
   50.0     15.0    1.2665e-001
   50.0     30.0    9.6489e-002
   50.0     45.0    6.5658e-002
   50.0     60.0    5.2682e-002
   50.0     75.0    4.8008e-002
   50.0     90.0    4.3582e-002
   50.0    105.0    4.8684e-002
   50.0    120.0    6.2974e-002
   50.0    135.0    7.6271e-002
   50.0    150.0    8.7261e-002
   50.0    165.0    9.4005e-002
   50.0    180.0    9.5721e-002
   60.0      0.0    2.7019e-001
   60.0     15.0    1.9760e-001
   60.0     30.0    1.1525e-001
   60.0     45.0    8.6904e-002
   60.0     60.0    8.3142e-002
   60.0     75.0    8.4074e-002
   60.0     90.0    7.7269e-002
   60.0    105.0    8.6046e-002
   60.0    120.0    1.1006e-001
   60.0    135.0    1.2517e-001
   60.0    150.0    1.3581e-001
   60.0    165.0    1.4241e-001
   60.0    180.0    1.4684e-001
   70.0      0.0    4.2217e-001
   70.0     15.0    2.6150e-001
   70.0     30.0    1.5651e-001
   70.0     45.0    1.3891e-001
   70.0     60.0    1.4153e-001
   70.0     75.0    1.4620e-001
   70.0     90.0    1.3609e-001
   70.0    105.0    1.4400e-001
   70.0    120.0    1.6991e-001
   70.0    135.0    1.7707e-001
   70.0    150.0    1.8029e-001
   70.0    165.0    1.8162e-001
   70.0    180.0    1.8539e-001
   80.0      0.0    5.4149e-001
   80.0     15.0    2.9681e-001
   80.0     30.0    1.9771e-001
   80.0     45.0    1.8513e-001
   80.0     60.0    1.8653e-001
   80.0     75.0    1.9164e-001
   80.0     90.0    1.7914e-001
   80.0    105.0    1.7913e-001
   80.0    120.0    1.8898e-001
   80.0    135.0    1.8183e-001
   80.0    150.0    1.7363e-001
   80.0    165.0    1.6820e-001
   80.0    180.0    1.6848e-001
   87.5      0.0    5.9664e-001
   87.5     15.0    2.8740e-001
   87.5     30.0    2.1065e-001
   87.5     45.0    1.9034e-001
   87.5     60.0    1.8344e-001
   87.5     75.0    1.8703e-001
   87.5     90.0    1.7188e-001
   87.5    105.0    1.6585e-001
   87.5    120.0    1.5891e-001
   87.5    135.0    1.4829e-001
   87.5    150.0    1.3666e-001
   87.5    165.0    1.2931e-001
   87.5    180.0    1.2860e-001
WIND SPEED = 14.0; SUN ZENITH ANGLE = 50.0
    0.0      0.0    5.4555e-002
   10.0      0.0    1.1185e-001
   10.0     15.0    9.9995e-002
   10.0     30.0    1.0035e-001
   10.0     45.0    8.3442e-002
   10.0     60.0    7.5655e-002
   10.0     75.0    5.5708e-002
   10.0     90.0    4.9740e-002
   10.0    105.0    4.1443e-002
   10.0    120.0    4.1809e-002
   10.0    135.0    3.6807e-002
   10.0    150.0    3.6623e-002
   10.0    165.0    3.5860e-002
   10.0    180.0    3.5858e-002
   20.0      0.0    1.6087e-001
   20.0     15.0    1.5005e-001
   20.0     30.0    1.2409e-001
   20.0     45.0    8.5307e-002
   20.0     60.0    6.6695e-002
   20.0     75.0    4.5078e-002
   20.0     90.0    3.8682e-002
   20.0    105.0    3.0969e-002
   20.0    120.0    3.0477e-002
   20.0    135.0    3.1591e-002
   20.0    150.0    3.1352e-002
   20.0    165.0    3.2511e-002
   20.0    180.0    3.2628e-002
   30.0      0.0    1.5737e-001
   30.0     15.0    1.5157e-001
   30.0     30.0    1.2154e-001
   30.0     45.0    7.9318e-002
   30.0     60.0    5.2628e-002
   30.0     75.0    3.4884e-002
   30.0     90.0    2.7636e-002
   30.0    105.0    2.6567e-002
   30.0    120.0    2.9397e-002
   30.0    135.0    3.3657e-002
   30.0    150.0    3.7489e-002
   30.0    165.0    3.9894e-002
   30.0    180.0    4.0375e-002
   40.0      0.0    1.1358e-001
   40.0     15.0    1.1848e-001
   40.0     30.0    9.8341e-002
   40.0     45.0    6.2890e-002
   40.0     60.0    4.0337e-002
   40.0     75.0    3.0524e-002
   40.0     90.0    2.6263e-002
   40.0    105.0    2.7871e-002
   40.0    120.0    3.5779e-002
   40.0    135.0    4.4986e-002
   40.0    150.0    5.2613e-002
   40.0    165.0    5.7548e-002
   40.0    180.0    5.8392e-002
   50.0      0.0    3.4993e-003
   50.0     15.0    1.0966e-001
   50.0     30.0    8.8611e-002
   50.0     45.0    5.7011e-002
   50.0     60.0    4.5209e-002
   50.0     75.0    4.0637e-002
   50.0     90.0    3.4933e-002
   50.0    105.0    3.9492e-002
   50.0    120.0    5.4991e-002
   50.0    135.0    6.9840e-002
   50.0    150.0    8.1996e-002
   50.0    165.0    8.9245e-002
   50.0    180.0    9.0887e-002
   60.0      0.0    1.9221e-001
   60.0     15.0    1.5917e-001
   60.0     30.0    9.6542e-002
   60.0     45.0    7.7093e-002
   60.0     60.0    7.4582e-002
   60.0     75.0    7.2356e-002
